track_name,track_artist,track_album_name,track_href,uri
Scared To Start,Michael Marcagi,Scared To Start,https://api.spotify.com/v1/tracks/3Pbp7cUCx4d3OAkZSCoNvn,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn
Homesick,Noah Kahan,Stick Season,https://api.spotify.com/v1/tracks/0jkzxxDG8z3Y5OmfNl1VM0,spotify:track:0jkzxxDG8z3Y5OmfNl1VM0
Riptide,TWOPILOTS,Riptide,https://api.spotify.com/v1/tracks/6yv0ZjBlZy2oRFq7jAis2C,spotify:track:6yv0ZjBlZy2oRFq7jAis2C
I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",I Adore You (feat. Daecolm),https://api.spotify.com/v1/tracks/5nPbKG04fhLkIAjcPFaZq7,spotify:track:5nPbKG04fhLkIAjcPFaZq7
Never Going Home Tonight (feat. Madison Love),"David Guetta, Alesso, Madison Love",Never Going Home Tonight (feat. Madison Love),https://api.spotify.com/v1/tracks/7K1BLb6MpvKuGEPpHw35mO,spotify:track:7K1BLb6MpvKuGEPpHw35mO
Belly Dancer,"Imanbek, BYOR",Belly Dancer,https://api.spotify.com/v1/tracks/7fZBQnc0zXwVybgCIrQQil,spotify:track:7fZBQnc0zXwVybgCIrQQil
Thunder,"Gabry Ponte, LUM!X, Prezioso",Thunder,https://api.spotify.com/v1/tracks/2USlegnFJLrVLpoVfPimKB,spotify:track:2USlegnFJLrVLpoVfPimKB
Baianá,Bakermat,The Ringmaster,https://api.spotify.com/v1/tracks/780be5fB7823aHG06mwTat,spotify:track:780be5fB7823aHG06mwTat
Forever Young,"David Guetta, Alphaville, Ava Max",Forever Young,https://api.spotify.com/v1/tracks/3bg2qahpZmsg5wV2EMPXIk,spotify:track:3bg2qahpZmsg5wV2EMPXIk
Mwaki,"Zerb, Sofiya Nzau",SURRENDER,https://api.spotify.com/v1/tracks/5KTZgG84bKFGm53lhLtTqc,spotify:track:5KTZgG84bKFGm53lhLtTqc
Alibi (feat. Rudimental),"Ella Henderson, Rudimental",Alibi (feat. Rudimental),https://api.spotify.com/v1/tracks/5Jpz4nv8nA6FIYO5gEyQa2,spotify:track:5Jpz4nv8nA6FIYO5gEyQa2
Gatluak - Bakermat Remix,"Kronan, Nyaruach, Bakermat",Gatluak (Bakermat Remix),https://api.spotify.com/v1/tracks/0GT2hQQ6mdHeW0AZDl5NlJ,spotify:track:0GT2hQQ6mdHeW0AZDl5NlJ
Move Your Body,"Öwnboss, Sevek",Move Your Body,https://api.spotify.com/v1/tracks/6GomT970rCOkKAyyrwJeZi,spotify:track:6GomT970rCOkKAyyrwJeZi
Good Love,"Hannah Laing, RoRo",Good Love,https://api.spotify.com/v1/tracks/0ZVjgfaC2Ptrod9v6p9KFP,spotify:track:0ZVjgfaC2Ptrod9v6p9KFP
Hold On Me,"Kygo, Sandro Cavazza",Hold On Me,https://api.spotify.com/v1/tracks/4aPX3IT9cskOWmeZvOYc5s,spotify:track:4aPX3IT9cskOWmeZvOYc5s
Tantalizing,"Tiësto, Soaky Siren",Tantalizing,https://api.spotify.com/v1/tracks/799db91cR00On6N158VLHS,spotify:track:799db91cR00On6N158VLHS
World Gone Wild (feat. Sam Martin),"Robin Schulz, CYRIL, Sam Martin",World Gone Wild (feat. Sam Martin),https://api.spotify.com/v1/tracks/4arNFfHtD5FPYcpUUiUOM1,spotify:track:4arNFfHtD5FPYcpUUiUOM1
Love Is The Only Thing,Lost Frequencies,Love Is The Only Thing,https://api.spotify.com/v1/tracks/4r6c2ClnuYLwNv4lEM7XlW,spotify:track:4r6c2ClnuYLwNv4lEM7XlW
2 Times,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",2 Times,https://api.spotify.com/v1/tracks/03xIKiQXopptD4Sv8ijvcG,spotify:track:03xIKiQXopptD4Sv8ijvcG
Deep In Your Love,"Alok, Bebe Rexha",Deep In Your Love,https://api.spotify.com/v1/tracks/0sftzYE0YgPHXrvJyUyGjB,spotify:track:0sftzYE0YgPHXrvJyUyGjB
Roses,"The Chainsmokers, ROZES",Roses,https://api.spotify.com/v1/tracks/3vv9phIu6Y1vX3jcqaGz5Z,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z
Alone,Marshmello,Alone,https://api.spotify.com/v1/tracks/3MEYFivt6bilQ9q9mFWZ4g,spotify:track:3MEYFivt6bilQ9q9mFWZ4g
SE TE NOTA (feat. Peso Pluma),"Myke Towers, Peso Pluma",LA PANTERA NEGRA,https://api.spotify.com/v1/tracks/1iIrqtbY2aogEHhQkmrV7w,spotify:track:1iIrqtbY2aogEHhQkmrV7w
MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,https://api.spotify.com/v1/tracks/4MjDJD8cW7iVeWInc2Bdyj,spotify:track:4MjDJD8cW7iVeWInc2Bdyj
WHERE SHE GOES,Bad Bunny,WHERE SHE GOES,https://api.spotify.com/v1/tracks/7ro0hRteUMfnOioTFI5TG1,spotify:track:7ro0hRteUMfnOioTFI5TG1
Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,spotify:track:1IHWl5LamUGEuP4ozKQSXZ
Tarot,"Bad Bunny, JHAYCO",Un Verano Sin Ti,https://api.spotify.com/v1/tracks/41oY4WCTj5kccfesTVFnvN,spotify:track:41oY4WCTj5kccfesTVFnvN
Yonaguni,Bad Bunny,Yonaguni,https://api.spotify.com/v1/tracks/2JPLbjOn0wPCngEot2STUS,spotify:track:2JPLbjOn0wPCngEot2STUS
LA CANCIÓN,"J Balvin, Bad Bunny",OASIS,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,spotify:track:0fea68AdmYNygeTGI4RC18
Pepas,Farruko,Pepas,https://api.spotify.com/v1/tracks/5fwSHlTEWpluwOM0Sxnh5k,spotify:track:5fwSHlTEWpluwOM0Sxnh5k
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),https://api.spotify.com/v1/tracks/4gzsuuZypVbxs0Af1LSZyB,spotify:track:4gzsuuZypVbxs0Af1LSZyB
Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Yo Te Quiero Pa Mi,https://api.spotify.com/v1/tracks/17I27VXKtqXJHL6ReaG0eS,spotify:track:17I27VXKtqXJHL6ReaG0eS
GATÚBELA,"KAROL G, Maldy",GATÚBELA,https://api.spotify.com/v1/tracks/1ga4PztXOIw1yBbdUt2X8v,spotify:track:1ga4PztXOIw1yBbdUt2X8v
Sexo Virtual,Rauw Alejandro,VICE VERSA,https://api.spotify.com/v1/tracks/1lV3QHHMAQt0Kc1ioZq2MP,spotify:track:1lV3QHHMAQt0Kc1ioZq2MP
BELLAKEO,"Peso Pluma, Anitta",BELLAKEO,https://api.spotify.com/v1/tracks/05WVKTdZhlIMX4qqMLuo0f,spotify:track:05WVKTdZhlIMX4qqMLuo0f
BBY BOO - REMIX,"iZaak, JHAYCO, Anuel AA",BBY BOO (REMIX),https://api.spotify.com/v1/tracks/43PiEypaceH339CSNiggyj,spotify:track:43PiEypaceH339CSNiggyj
BRAZILIAN DANÇA PHONK,"6YNTHMANE, RXDXVIL",BRAZILIAN DANÇA PHONK,https://api.spotify.com/v1/tracks/6yVjjQA31SLM1kc4j5jPwF,spotify:track:6yVjjQA31SLM1kc4j5jPwF
WHINE IN BRAZIL FUNK,Ichiss,WHINE IN BRAZIL FUNK,https://api.spotify.com/v1/tracks/1Xvs6IKi0O1PWYzzIwxR2Q,spotify:track:1Xvs6IKi0O1PWYzzIwxR2Q
Lan,Zeynep Bastık,Lan,https://api.spotify.com/v1/tracks/1whKKdtCiFjN7MW7DrIRUH,spotify:track:1whKKdtCiFjN7MW7DrIRUH
Self Care,Mac Miller,Swimming,https://api.spotify.com/v1/tracks/5bJ1DrEM4hNCafcDd1oxHx,spotify:track:5bJ1DrEM4hNCafcDd1oxHx
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator, Teezo Touchdown",CHROMAKOPIA,https://api.spotify.com/v1/tracks/0VaeksJaXy5R1nvcTMh3Xk,spotify:track:0VaeksJaXy5R1nvcTMh3Xk
Jukebox Joints (feat. Joe Fox & Kanye West),"A$AP Rocky, Joe Fox, Kanye West",AT.LONG.LAST.A$AP,https://api.spotify.com/v1/tracks/2gAGWaK4wvt2xrFUlR4mK8,spotify:track:2gAGWaK4wvt2xrFUlR4mK8
Devil In A New Dress,"Kanye West, Rick Ross",My Beautiful Dark Twisted Fantasy,https://api.spotify.com/v1/tracks/1UGD3lW3tDmgZfAVDh6w7r,spotify:track:1UGD3lW3tDmgZfAVDh6w7r
Go Flex,Post Malone,Stoney (Deluxe),https://api.spotify.com/v1/tracks/5yuShbu70mtHXY0yLzCQLQ,spotify:track:5yuShbu70mtHXY0yLzCQLQ
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),https://api.spotify.com/v1/tracks/3ZaEs1O8BG581qYPHpQ8d6,spotify:track:3ZaEs1O8BG581qYPHpQ8d6
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION","Come Over When You're Sober, Pt. 2",https://api.spotify.com/v1/tracks/4jvjzW7Hm0yK4LvvE0Paz9,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9
a lot,21 Savage,i am > i was,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,spotify:track:2t8yVaLvJ0RenpXUIAC52d
Flashing Lights,"Kanye West, Dwele",Graduation,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,spotify:track:5TRPicyLGbAF2LGBFbHGvO
Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,https://api.spotify.com/v1/tracks/5fEB6ZmVkg63GZg9qO86jh,spotify:track:5fEB6ZmVkg63GZg9qO86jh
Fuck Love,"XXXTENTACION, Trippie Redd",17,https://api.spotify.com/v1/tracks/7AQim7LbvFVZJE3O8TYgf2,spotify:track:7AQim7LbvFVZJE3O8TYgf2
Good Morning,Kanye West,Graduation,https://api.spotify.com/v1/tracks/6MXXY2eiWkpDCezVCc0cMH,spotify:track:6MXXY2eiWkpDCezVCc0cMH
Teenage Fever,Drake,More Life,https://api.spotify.com/v1/tracks/6n3HGiq4v35D6eFOSwqYuo,spotify:track:6n3HGiq4v35D6eFOSwqYuo
Awolowo,Fido,Awolowo,https://api.spotify.com/v1/tracks/1136eJrkWsDvReASbjLTaU,spotify:track:1136eJrkWsDvReASbjLTaU
WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",I NEVER LIKED YOU,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,spotify:track:59nOXPmaKlBfGMDeOVGrIK
Young And Beautiful,Lana Del Rey,Young And Beautiful,https://api.spotify.com/v1/tracks/2nMeu6UenVvwUktBCpLMK9,spotify:track:2nMeu6UenVvwUktBCpLMK9
idfc,blackbear,dead,https://api.spotify.com/v1/tracks/3SErMoIKdRELto2OspGs5L,spotify:track:3SErMoIKdRELto2OspGs5L
Apocalypse,Cigarettes After Sex,Cigarettes After Sex,https://api.spotify.com/v1/tracks/0yc6Gst2xkRu0eMLeRMGCX,spotify:track:0yc6Gst2xkRu0eMLeRMGCX
Would That I,Hozier,"Wasteland, Baby!",https://api.spotify.com/v1/tracks/37zuIvk4KBkAxxLJsxJaHq,spotify:track:37zuIvk4KBkAxxLJsxJaHq
All Girls Are The Same,Juice WRLD,Goodbye & Good Riddance,https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1,spotify:track:4VXIryQMWpIdGgYR4TrjT1
Chill Bae,Lil Uzi Vert,Eternal Atake 2,https://api.spotify.com/v1/tracks/4ppKM7xnkSAwSyKqD4QTY4,spotify:track:4ppKM7xnkSAwSyKqD4QTY4
Did It Again,Lil Tecca,We Love You Tecca,https://api.spotify.com/v1/tracks/4guBZjUyrGoHsTahO3IHdj,spotify:track:4guBZjUyrGoHsTahO3IHdj
Lust,Lil Skies,Life of a Dark Rose,https://api.spotify.com/v1/tracks/7oJrVhiTPZGBXWPwhxjy9S,spotify:track:7oJrVhiTPZGBXWPwhxjy9S
Goodbyes (feat. Young Thug),"Post Malone, Young Thug",Hollywood's Bleeding,https://api.spotify.com/v1/tracks/0t3ZvGKlmYmVsDzBJAXK8C,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C
F.N,Lil Tjay,True 2 Myself,https://api.spotify.com/v1/tracks/0RLLvYBopDwooCyvnTwgYu,spotify:track:0RLLvYBopDwooCyvnTwgYu
Lean Wit Me,Juice WRLD,Goodbye & Good Riddance,https://api.spotify.com/v1/tracks/3oDkdAySo1VQQG0ptV7uwa,spotify:track:3oDkdAySo1VQQG0ptV7uwa
Conceited,Lil Uzi Vert,Eternal Atake 2,https://api.spotify.com/v1/tracks/1gUUuh7FQ3mr7nEq0SRvGX,spotify:track:1gUUuh7FQ3mr7nEq0SRvGX
Ransom (with Juice WRLD) - Remix,"Lil Tecca, Juice WRLD",We Love You Tecca,https://api.spotify.com/v1/tracks/2WsuSYJNXGKXVYkHPnq2yp,spotify:track:2WsuSYJNXGKXVYkHPnq2yp
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",Hollywood's Bleeding,https://api.spotify.com/v1/tracks/7CZyCXKG6d5ALeq41sLzbw,spotify:track:7CZyCXKG6d5ALeq41sLzbw
witchblades,"Lil Peep, Lil Tracy",CASTLES II,https://api.spotify.com/v1/tracks/57NsyEzmk0NT3NcOwuQT55,spotify:track:57NsyEzmk0NT3NcOwuQT55
Flaws And Sins,Juice WRLD,Death Race For Love (Bonus Track Version),https://api.spotify.com/v1/tracks/0flSGzqHO12p9fU9kqaHGE,spotify:track:0flSGzqHO12p9fU9kqaHGE
XO Tour Llif3,Lil Uzi Vert,Luv Is Rage 2,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO
Maria I'm Drunk (feat. Justin Bieber & Young Thug),"Travis Scott, Justin Bieber, Young Thug",Rodeo,https://api.spotify.com/v1/tracks/6Yqmv7XJLCrQEauMbPGZSw,spotify:track:6Yqmv7XJLCrQEauMbPGZSw
Come & Go (with Marshmello),"Juice WRLD, Marshmello",Legends Never Die,https://api.spotify.com/v1/tracks/2Y0wPrPQBrGhoLn14xRYCG,spotify:track:2Y0wPrPQBrGhoLn14xRYCG
Chemical,Post Malone,Chemical,https://api.spotify.com/v1/tracks/5w40ZYhbBMAlHYNDaVJIUu,spotify:track:5w40ZYhbBMAlHYNDaVJIUu
Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),https://api.spotify.com/v1/tracks/7CAdT0HdiQNlt1C7xk2hep,spotify:track:7CAdT0HdiQNlt1C7xk2hep
Sifar Safar,Karan Aujla,Sifar Safar,https://api.spotify.com/v1/tracks/3lQPwCmD918SyoiIkw1zqx,spotify:track:3lQPwCmD918SyoiIkw1zqx
Knife Brows,Dhanda Nyoliwala,DNW Vol. 1,https://api.spotify.com/v1/tracks/5nIrIdLPPXeRMl8WXnnDv1,spotify:track:5nIrIdLPPXeRMl8WXnnDv1
Winning Speech,"Karan Aujla, Mxrci",Winning Speech,https://api.spotify.com/v1/tracks/3FqtduiaqnFYvBgKuc6QWQ,spotify:track:3FqtduiaqnFYvBgKuc6QWQ
Old Money,AP Dhillon,Old Money,https://api.spotify.com/v1/tracks/4WLDaQ8AgSwUgFoPzJkAYK,spotify:track:4WLDaQ8AgSwUgFoPzJkAYK
Big Dawgs,"Hanumankind, Kalmi",Big Dawgs,https://api.spotify.com/v1/tracks/0OA00aPt3BV10qeMIs3meW,spotify:track:0OA00aPt3BV10qeMIs3meW
I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",I Adore You (feat. Daecolm),https://api.spotify.com/v1/tracks/5nPbKG04fhLkIAjcPFaZq7,spotify:track:5nPbKG04fhLkIAjcPFaZq7
Yamore,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",Yamore,https://api.spotify.com/v1/tracks/480j122Gpi252OIfy4SNzm,spotify:track:480j122Gpi252OIfy4SNzm
My Love (2024),"Alex Wann, Route 94, Jess Glynne",My Love (2024),https://api.spotify.com/v1/tracks/2nljjiWhzVIugb5vgEMQQk,spotify:track:2nljjiWhzVIugb5vgEMQQk
Forever (feat. Malou & Yuna),"HUGEL, Diplo, Malou, Yuna",Forever (feat. Malou & Yuna),https://api.spotify.com/v1/tracks/0WS1qLcXKsCGt5e3dqq30S,spotify:track:0WS1qLcXKsCGt5e3dqq30S
The Boy Is Mine,"James Mac, Vall, Rosalie",The Boy Is Mine,https://api.spotify.com/v1/tracks/1aRd5tMVhiRyMJLmSOg2IF,spotify:track:1aRd5tMVhiRyMJLmSOg2IF
Mwaki,"Zerb, Sofiya Nzau",SURRENDER,https://api.spotify.com/v1/tracks/5KTZgG84bKFGm53lhLtTqc,spotify:track:5KTZgG84bKFGm53lhLtTqc
Famax - Edit,RAFFA GUIDO,Famax,https://api.spotify.com/v1/tracks/1P9ZF3ZxRWNTDgJkZOgkI9,spotify:track:1P9ZF3ZxRWNTDgJkZOgkI9
Nightcall,Kavinsky,Nightcall,https://api.spotify.com/v1/tracks/0U0ldCRmgCqhVvD6ksG63j,spotify:track:0U0ldCRmgCqhVvD6ksG63j
Iris,Pastel Ghost,Ethereality,https://api.spotify.com/v1/tracks/4t9vB7wIKWE5jIhjcztmmd,spotify:track:4t9vB7wIKWE5jIhjcztmmd
I'm God,"Clams Casino, Imogen Heap",Instrumental Relics,https://api.spotify.com/v1/tracks/0FVuyC9RP5MACjp4lgU3qZ,spotify:track:0FVuyC9RP5MACjp4lgU3qZ
Resonance,Home,Odyssey,https://api.spotify.com/v1/tracks/4E1Zf6j2VSoRPiVBnUCjat,spotify:track:4E1Zf6j2VSoRPiVBnUCjat
Dark Beach,Pastel Ghost,Abyss,https://api.spotify.com/v1/tracks/7fqjWHXf330QwnfaAWB2Dr,spotify:track:7fqjWHXf330QwnfaAWB2Dr
Eres,Café Tacvba,Cuatro Caminos,https://api.spotify.com/v1/tracks/6kdCN6gTWLcLxmLXoUcwuI,spotify:track:6kdCN6gTWLcLxmLXoUcwuI
Mientes,Camila,Dejarte De Amar,https://api.spotify.com/v1/tracks/5EhzE6HJaCcLFrf5rPqvpk,spotify:track:5EhzE6HJaCcLFrf5rPqvpk
Maldito duende,Heroes Del Silencio,Senderos De Traición - Edición Especial,https://api.spotify.com/v1/tracks/7vcDJCAO356RYkCfiUozmE,spotify:track:7vcDJCAO356RYkCfiUozmE
Nada Valgo Sin Tu Amor,Juanes,Mi Sangre,https://api.spotify.com/v1/tracks/6QdwofpqDvvNxX88C9A0iQ,spotify:track:6QdwofpqDvvNxX88C9A0iQ
Devuélveme a mi chica,Hombres G,Hombres G (Edición 30 Aniversario),https://api.spotify.com/v1/tracks/1Wrzhfa5bNlqvsnCztz190,spotify:track:1Wrzhfa5bNlqvsnCztz190
Papaoutai,Stromae,racine carrée,https://api.spotify.com/v1/tracks/34dx8DACTJsc3rsJdaEIQw,spotify:track:34dx8DACTJsc3rsJdaEIQw
Dernière danse,Indila,Mini World,https://api.spotify.com/v1/tracks/65uoaqX5qcjXZRheAj1qQT,spotify:track:65uoaqX5qcjXZRheAj1qQT
UNAVAILABLE (feat. Musa Keys),"Davido, Musa Keys",Timeless,https://api.spotify.com/v1/tracks/2kaH2Z8ezDUKf6fNw250rZ,spotify:track:2kaH2Z8ezDUKf6fNw250rZ
WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",I NEVER LIKED YOU,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,spotify:track:59nOXPmaKlBfGMDeOVGrIK
Barcelona,"Alan Walker, Ina Wroldsen",Barcelona,https://api.spotify.com/v1/tracks/2GE3k8I0Sbh0puCjI15KGy,spotify:track:2GE3k8I0Sbh0puCjI15KGy
